"Notes"	"State"	"State Code"	"Disease"	"Disease Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Count	Population	Rate
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1984"	"1984"	117	4402881	2.66
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1985"	"1985"	107	4414412	2.42
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1986"	"1986"	87	4437625	1.96
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1987"	"1987"	66	4464795	1.48
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1988"	"1988"	146	4477993	3.26
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1989"	"1989"	195	4493196	4.34
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1990"	"1990"	301	4521575	6.66
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1991"	"1991"	340	4569627	7.44
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1992"	"1992"	253	4613264	5.48
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1993"	"1993"	124	4648175	2.67
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1994"	"1994"	77	4680552	1.65
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1995"	"1995"	88	4723643	1.86
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1996"	"1996"	48	4768273	1.01
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1997"	"1997"	49	4797299	1.02
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1998"	"1998"	57	4819883	1.18
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"1999"	"1999"	75	4849346	1.55
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2000"	"2000"	93	4882431	1.90
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2001"	"2001"	137	4909789	2.79
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2002"	"2002"	155	4934223	3.14
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2003"	"2003"	83	4951811	1.68
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2004"	"2004"	83	4968663	1.67
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2005"	"2005"	49	4975717	0.98
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2006"	"2006"	61	4969692	1.23
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2007"	"2007"	64	4959730	1.29
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2008"	"2008"	88	4923929	1.79
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2009"	"2009"	136	4902854	2.77
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2010"	"2010"	160	4848114	3.30
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2011"	"2011"	181	4845945	3.74
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2012"	"2012"	203	4850511	4.19
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2013"	"2013"	324	4859284	6.67
	"Michigan"	"26"	"Secondary Syphilis"	"312"	"Male"	"M"	"2014"	"2014"	246	4859284	5.06
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1984"	"1984"	84	4647466	1.81
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1985"	"1985"	64	4664131	1.37
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1986"	"1986"	87	4691338	1.85
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1987"	"1987"	120	4723959	2.54
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1988"	"1988"	161	4741414	3.40
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1989"	"1989"	281	4760220	5.90
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1990"	"1990"	407	4789744	8.50
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1991"	"1991"	895	4830819	18.53
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1992"	"1992"	713	4865801	14.65
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1993"	"1993"	519	4891939	10.61
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1994"	"1994"	286	4917185	5.82
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1995"	"1995"	289	4952568	5.84
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1996"	"1996"	199	4990372	3.99
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1997"	"1997"	172	5011752	3.43
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1998"	"1998"	139	5028059	2.76
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"1999"	"1999"	141	5047770	2.79
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2000"	"2000"	191	5073684	3.76
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2001"	"2001"	180	5096477	3.53
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2002"	"2002"	119	5116223	2.33
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2003"	"2003"	60	5128174	1.17
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2004"	"2004"	44	5143957	0.86
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2005"	"2005"	25	5145143	0.49
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2006"	"2006"	16	5125951	0.31
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2007"	"2007"	28	5112092	0.55
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2008"	"2008"	40	5079493	0.79
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2009"	"2009"	40	5066873	0.79
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2010"	"2010"	33	5035526	0.66
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2011"	"2011"	23	5030242	0.46
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2012"	"2012"	14	5032849	0.28
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2013"	"2013"	23	5036338	0.46
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Female"	"F"	"2014"	"2014"	33	5036338	0.66
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1984"	"1984"	177	4402881	4.02
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1985"	"1985"	104	4414412	2.36
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1986"	"1986"	137	4437625	3.09
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1987"	"1987"	138	4464795	3.09
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1988"	"1988"	211	4477993	4.71
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1989"	"1989"	312	4493196	6.94
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1990"	"1990"	427	4521575	9.44
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1991"	"1991"	913	4569627	19.98
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1992"	"1992"	665	4613264	14.41
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1993"	"1993"	458	4648175	9.85
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1994"	"1994"	303	4680552	6.47
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1995"	"1995"	278	4723643	5.89
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1996"	"1996"	214	4768273	4.49
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1997"	"1997"	182	4797299	3.79
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1998"	"1998"	122	4819883	2.53
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"1999"	"1999"	161	4849346	3.32
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2000"	"2000"	215	4882431	4.40
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2001"	"2001"	188	4909789	3.83
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2002"	"2002"	136	4934223	2.76
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2003"	"2003"	62	4951811	1.25
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2004"	"2004"	77	4968663	1.55
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2005"	"2005"	44	4975717	0.88
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2006"	"2006"	27	4969692	0.54
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2007"	"2007"	45	4959730	0.91
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2008"	"2008"	59	4923929	1.20
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2009"	"2009"	115	4902854	2.35
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2010"	"2010"	88	4848114	1.82
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2011"	"2011"	109	4845945	2.25
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2012"	"2012"	136	4850511	2.80
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2013"	"2013"	181	4859284	3.72
	"Michigan"	"26"	"Early Latent Syphilis"	"313"	"Male"	"M"	"2014"	"2014"	210	4859284	4.32
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1984"	"1984"	84	4647466	1.81
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1985"	"1985"	98	4664131	2.10
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1986"	"1986"	83	4691338	1.77
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1987"	"1987"	62	4723959	1.31
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1988"	"1988"	121	4741414	2.55
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1989"	"1989"	128	4760220	2.69
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1990"	"1990"	310	4789744	6.47
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1991"	"1991"	140	4830819	2.90
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1992"	"1992"	167	4865801	3.43
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1993"	"1993"	184	4891939	3.76
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1994"	"1994"	173	4917185	3.52
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1995"	"1995"	141	4952568	2.85
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1996"	"1996"	107	4990372	2.14
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1997"	"1997"	121	5011752	2.41
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1998"	"1998"	85	5028059	1.69
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"1999"	"1999"	104	5047770	2.06
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2000"	"2000"	107	5073684	2.11
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2001"	"2001"	171	5096477	3.36
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2002"	"2002"	210	5116223	4.10
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2003"	"2003"	222	5128174	4.33
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2004"	"2004"	225	5143957	4.37
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2005"	"2005"	122	5145143	2.37
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2006"	"2006"	103	5125951	2.01
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2007"	"2007"	105	5112092	2.05
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2008"	"2008"	105	5079493	2.07
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2009"	"2009"	97	5066873	1.91
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2010"	"2010"	109	5035526	2.16
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2011"	"2011"	120	5030242	2.39
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2012"	"2012"	97	5032849	1.93
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2013"	"2013"	112	5036338	2.22
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Female"	"F"	"2014"	"2014"	144	5036338	2.86
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1984"	"1984"	126	4402881	2.86
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1985"	"1985"	150	4414412	3.40
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1986"	"1986"	109	4437625	2.46
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1987"	"1987"	95	4464795	2.13
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1988"	"1988"	129	4477993	2.88
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1989"	"1989"	174	4493196	3.87
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1990"	"1990"	320	4521575	7.08
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1991"	"1991"	149	4569627	3.26
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1992"	"1992"	193	4613264	4.18
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1993"	"1993"	164	4648175	3.53
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1994"	"1994"	152	4680552	3.25
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1995"	"1995"	163	4723643	3.45
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1996"	"1996"	126	4768273	2.64
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1997"	"1997"	137	4797299	2.86
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1998"	"1998"	117	4819883	2.43
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"1999"	"1999"	103	4849346	2.12
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2000"	"2000"	125	4882431	2.56
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2001"	"2001"	176	4909789	3.58
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2002"	"2002"	198	4934223	4.01
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2003"	"2003"	229	4951811	4.62
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2004"	"2004"	245	4968663	4.93
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2005"	"2005"	175	4975717	3.52
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2006"	"2006"	107	4969692	2.15
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2007"	"2007"	157	4959730	3.17
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2008"	"2008"	122	4923929	2.48
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2009"	"2009"	149	4902854	3.04
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2010"	"2010"	213	4848114	4.39
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2011"	"2011"	218	4845945	4.50
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2012"	"2012"	236	4850511	4.87
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2013"	"2013"	255	4859284	5.25
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Male"	"M"	"2014"	"2014"	272	4859284	5.60
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Unknown"	"U"	"2012"	"2012"	1	Not Applicable	Not Applicable
	"Michigan"	"26"	"Late and Late Latent Syphilis"	"314"	"Unknown"	"U"	"2013"	"2013"	1	Not Applicable	Not Applicable
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1984"	"1984"	1	136076	0.73
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1985"	"1985"	3	138021	2.17
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1987"	"1987"	3	140578	2.13
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1988"	"1988"	7	139714	5.01
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1989"	"1989"	22	148520	14.81
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1990"	"1990"	75	153700	48.80
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1991"	"1991"	113	150198	75.23
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1992"	"1992"	73	144089	50.66
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1993"	"1993"	84	139855	60.06
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1994"	"1994"	28	138028	20.29
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1995"	"1995"	28	134642	20.80
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1996"	"1996"	22	133387	16.49
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1997"	"1997"	30	133714	22.44
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1998"	"1998"	18	133666	13.47
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"1999"	"1999"	22	133607	16.47
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2000"	"2000"	33	136171	24.23
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2001"	"2001"	27	133427	20.24
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2002"	"2002"	35	129967	26.93
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2003"	"2003"	38	131094	28.99
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2004"	"2004"	23	129776	17.72
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2005"	"2005"	17	127707	13.31
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2006"	"2006"	13	127483	10.20
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2007"	"2007"	15	125261	11.97
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2008"	"2008"	10	121127	8.26
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2009"	"2009"	5	117294	4.26
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2010"	"2010"	5	114531	4.37
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2011"	"2011"	8	114008	7.02
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2012"	"2012"	7	113091	6.19
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2013"	"2013"	9	113489	7.93
	"Michigan"	"26"	"Congenital Syphilis"	"316"	"Unknown"	"U"	"2014"	"2014"	15	113489	13.22
	"Minnesota"	"27"	"Chancroid"	"273"	"Female"	"F"	"1993"	"1993"	1	2314608	0.04
	"Minnesota"	"27"	"Chancroid"	"273"	"Female"	"F"	"1999"	"1999"	1	2462931	0.04
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1986"	"1986"	1640	2144807	76.46
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1987"	"1987"	3944	2159929	182.60
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1988"	"1988"	5141	2190771	234.67
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1989"	"1989"	5139	2211384	232.39
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1990"	"1990"	6992	2236768	312.59
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1991"	"1991"	6295	2260965	278.42
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1992"	"1992"	6711	2286094	293.56
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1993"	"1993"	5908	2314608	255.25
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1994"	"1994"	5689	2340601	243.06
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1995"	"1995"	4681	2363448	198.06
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1996"	"1996"	4328	2388429	181.21
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1997"	"1997"	4953	2412265	205.33
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1998"	"1998"	5119	2436014	210.14
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"1999"	"1999"	5469	2462931	222.05
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2000"	"2000"	5856	2491008	235.09
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2001"	"2001"	6010	2515309	238.94
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2002"	"2002"	7352	2532348	290.32
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2003"	"2003"	7866	2550243	308.44
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2004"	"2004"	8521	2569040	331.68
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2005"	"2005"	8820	2584407	341.28
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2006"	"2006"	9243	2598232	355.74
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2007"	"2007"	9681	2609363	371.01
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2008"	"2008"	10266	2620494	391.76
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2009"	"2009"	10204	2645644	385.69
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2010"	"2010"	10965	2671793	410.40
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2011"	"2011"	11827	2689958	439.67
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2012"	"2012"	12568	2706970	464.28
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2013"	"2013"	12950	2727081	474.87
	"Minnesota"	"27"	"Chlamydia"	"274"	"Female"	"F"	"2014"	"2014"	13484	2727081	494.45
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1986"	"1986"	377	2060925	18.29
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1987"	"1987"	1224	2075866	58.96
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1988"	"1988"	1382	2106100	65.62
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1989"	"1989"	1405	2126754	66.06
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1990"	"1990"	2197	2153089	102.04
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1991"	"1991"	1889	2179894	86.66
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1992"	"1992"	1832	2209478	82.92
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1993"	"1993"	1503	2241346	67.06
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1994"	"1994"	1628	2269754	71.73
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1995"	"1995"	1351	2296732	58.82
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1996"	"1996"	1279	2324398	55.02
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1997"	"1997"	1678	2351125	71.37
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1998"	"1998"	1851	2377398	77.86
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"1999"	"1999"	1981	2410550	82.18
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"2000"	"2000"	2246	2443240	91.93
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"2001"	"2001"	2313	2469226	93.67
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"2002"	"2002"	2755	2487372	110.76
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"2003"	"2003"	2848	2509132	113.50
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"2004"	"2004"	3081	2531918	121.69
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"2005"	"2005"	3369	2548392	132.20
	"Minnesota"	"27"	"Chlamydia"	"274"	"Male"	"M"	"2006"	"2006"	3692	2568869	143.72
